Year,State,Coal_Consumption_Mt,CO2_Emissions_MtCO2e,Carbon_Credits_Earned,Mitigation_Strategies,Carbon_Sinks_MtCO2e,Excavation,Transportation,Fuel,Equipment,Workers,FuelType,Reduction,Output
2016,Telangana,152.71,316.55,162888,None,42.99,3749.12,160.01,1766.47,336.89,4166,Coal,11.88,2003.75
2019,West Bengal,112.48,253.28,147197,None,47.51,2756.33,103.34,141.39,90.22,383,Gas,14.62,2014.68
2024,Chhattisgarh,222.66,315.54,177985,Carbon Capture,33.43,3967.85,126.71,6404.04,118.42,3322,Coal,15.85,4914.0
2017,Jharkhand,99.0,522.52,10727,Renewable Energy,17.16,1091.13,74.49,8784.96,467.6,1293,Gas,19.98,2195.38
2017,Madhya Pradesh,214.09,160.9,183127,Afforestation,21.4,3615.6,86.44,1499.12,367.58,3081,Coal,1.47,3185.59
2024,Madhya Pradesh,63.31,379.65,120700,None,15.21,4917.34,162.49,577.74,440.78,2312,Diesel,22.73,367.07
2018,Telangana,83.88,315.03,131623,Coal Gasification,30.25,1370.11,76.41,1198.5,425.4,4598,Coal,6.3,1431.17
2020,Maharashtra,220.9,386.93,158113,None,43.37,3999.23,120.8,6200.8,283.27,201,Diesel,13.35,3108.7
2023,Chhattisgarh,104.92,486.23,24576,Carbon Capture,10.85,4707.15,190.49,2570.3,381.96,3369,Diesel,20.19,1579.69
2023,West Bengal,268.63,425.78,126859,Carbon Capture,16.88,2402.71,195.24,849.78,210.76,4126,Coal,20.98,2535.92
2022,Telangana,163.4,558.42,136976,Carbon Capture,7.26,4377.4,139.57,2539.55,284.59,3740,Gas,1.87,2813.4
2023,Maharashtra,137.81,339.54,143654,Afforestation,38.49,3447.12,163.05,1863.94,79.5,3751,Gas,27.34,1167.7
2019,Telangana,271.5,127.96,28271,Renewable Energy,36.57,932.72,108.74,1864.24,222.43,1443,Gas,2.05,2538.62
2016,Jharkhand,67.13,316.14,113078,Afforestation,13.18,3641.46,124.39,6329.92,125.73,3793,Gas,17.63,1112.59
2023,Jharkhand,101.63,119.05,102565,None,16.55,1921.18,158.41,6163.83,458.34,855,Coal,29.92,1709.95
2023,West Bengal,156.15,552.72,91968,Afforestation,6.49,1666.58,81.21,340.32,158.76,2200,Coal,2.33,2353.96
2016,Maharashtra,195.95,517.09,85403,Afforestation,24.94,3874.01,56.78,8167.26,270.62,924,Coal,16.54,3143.7
2016,Madhya Pradesh,63.71,385.38,171833,Coal Gasification,7.71,2525.2,141.48,5313.61,434.93,1964,Gas,7.13,3923.02
2017,West Bengal,233.47,169.15,106024,None,7.19,4030.78,129.64,1083.33,389.56,894,Diesel,20.11,2390.2
2015,Odisha,99.98,406.18,83419,Carbon Capture,8.18,2125.6,164.9,9837.52,183.12,4696,Coal,16.09,1354.65
2019,West Bengal,100.16,165.26,78678,Afforestation,11.03,3860.49,119.26,9086.92,287.11,4320,Coal,13.89,3369.55
2015,Chhattisgarh,287.47,131.74,158328,Carbon Capture,46.81,1729.7,197.04,3225.75,94.06,1345,Gas,11.49,2890.65
2017,Jharkhand,139.38,238.78,85728,Coal Gasification,29.33,1071.94,34.13,4420.29,174.19,4701,Gas,28.92,1490.61
2016,Maharashtra,255.88,366.73,98166,Energy Efficiency,5.37,3715.21,37.22,4787.63,242.82,1677,Coal,27.09,2203.09
2019,Maharashtra,239.2,131.35,135860,None,21.05,3770.69,143.41,7856.07,88.4,3045,Gas,4.33,1688.62
2022,Maharashtra,253.58,322.11,52471,Afforestation,11.41,3618.61,26.17,8856.76,480.84,748,Coal,12.23,1452.24
2022,West Bengal,60.5,368.47,59943,Renewable Energy,39.51,3897.23,57.18,1971.14,316.75,4497,Diesel,13.96,3300.08
2017,West Bengal,246.0,597.52,46552,Coal Gasification,45.57,4208.51,136.45,4819.26,222.36,307,Diesel,16.34,495.25
2023,Telangana,171.77,378.65,166067,Coal Gasification,23.55,848.08,124.0,5181.22,65.78,943,Diesel,25.1,2701.32
2019,Maharashtra,238.18,271.22,146644,None,35.75,2783.61,16.97,4233.41,496.72,2120,Gas,19.75,338.13
2021,Odisha,195.43,420.58,180715,Energy Efficiency,32.03,2174.9,147.56,5808.33,85.98,3025,Diesel,23.28,277.62
2015,Madhya Pradesh,97.76,244.22,113674,Renewable Energy,44.17,2499.24,59.19,6155.88,142.0,3581,Diesel,3.6,3209.25
2021,Jharkhand,282.72,292.38,72574,Afforestation,46.09,4635.42,146.92,5130.14,194.87,4912,Gas,24.73,686.92
2020,Odisha,280.2,249.95,184851,Carbon Capture,46.8,4171.67,57.76,5833.7,274.66,1926,Coal,1.22,4862.89
2020,Odisha,257.0,478.38,198404,None,40.63,4457.95,50.06,4976.22,93.37,1269,Coal,11.12,804.02
2020,Odisha,114.18,370.88,40231,Renewable Energy,48.37,4026.29,110.21,9736.33,195.12,2382,Gas,23.12,831.6
2023,Odisha,110.52,563.27,51967,Coal Gasification,38.43,2231.62,10.58,6256.34,298.29,932,Coal,21.17,2393.53
2024,Jharkhand,263.08,383.3,37199,Afforestation,8.99,1639.85,54.24,1894.08,139.79,2052,Gas,29.91,596.76
2018,Jharkhand,254.08,107.06,139104,None,39.38,4929.71,59.69,7716.74,214.28,4755,Diesel,28.04,4558.17
2017,Madhya Pradesh,286.38,564.69,62145,Afforestation,29.19,2913.0,177.31,4866.19,329.45,1837,Diesel,17.49,944.78
2017,West Bengal,147.08,553.63,71188,Energy Efficiency,45.52,4814.96,95.21,1979.88,396.74,471,Gas,4.23,910.23
2019,Telangana,154.39,461.9,52826,Coal Gasification,42.88,1678.93,111.2,3697.87,190.83,766,Gas,24.82,2326.28
2020,Telangana,175.46,309.7,38723,None,39.25,4001.39,187.24,8054.28,173.14,119,Coal,26.19,1160.4
2023,Chhattisgarh,68.34,389.87,80013,Energy Efficiency,7.45,2376.39,28.07,1938.69,297.2,650,Coal,29.37,884.07
2021,Chhattisgarh,284.58,482.34,122610,Renewable Energy,20.66,2497.32,101.3,1439.02,350.76,3108,Coal,0.88,4474.48
2024,Maharashtra,190.81,395.46,14308,Coal Gasification,47.88,1167.11,65.21,9399.15,428.75,1756,Coal,11.6,887.1
2023,Jharkhand,173.42,393.49,37086,Afforestation,8.15,2080.47,135.53,7652.13,172.28,4957,Coal,24.75,4850.98
2015,Jharkhand,202.2,562.35,155427,None,18.76,2577.07,196.95,8133.75,245.77,4717,Gas,0.51,4470.24
2020,Odisha,133.14,544.88,124577,Coal Gasification,30.54,2138.23,49.95,230.8,370.96,647,Coal,19.04,1246.2
2019,Odisha,75.71,270.04,53959,Energy Efficiency,19.33,1693.66,86.91,1506.85,276.97,4063,Diesel,0.71,1652.98
2023,Madhya Pradesh,238.8,430.13,31871,None,31.1,1563.89,11.99,1676.09,326.5,1896,Coal,1.06,3039.09
2017,Telangana,161.87,166.75,93851,None,46.48,502.41,180.57,1516.83,104.3,2273,Diesel,16.07,1289.54
2022,Maharashtra,195.73,516.49,195629,Afforestation,10.02,2464.7,31.49,1593.69,316.11,3790,Gas,12.11,1917.34
2022,Madhya Pradesh,188.31,195.68,60699,Renewable Energy,30.93,4088.15,97.57,9402.85,490.12,3637,Gas,9.13,595.41
2024,Telangana,133.54,458.56,31134,Renewable Energy,9.14,3336.99,198.95,226.77,175.15,1503,Diesel,16.15,2507.05
2016,Odisha,167.3,121.86,47808,Coal Gasification,8.97,2603.77,75.96,6443.55,173.32,3580,Coal,16.87,4490.14
2015,Jharkhand,140.42,556.17,68254,Carbon Capture,38.67,3652.57,91.48,6830.31,396.74,4301,Diesel,4.97,1913.98
2018,Telangana,223.81,125.55,61507,Afforestation,12.15,909.89,77.19,5823.11,277.08,1176,Diesel,5.91,3018.17
2024,Maharashtra,191.23,345.99,39420,None,29.41,710.26,35.42,9253.84,310.02,2599,Diesel,22.34,3510.34
2018,West Bengal,204.46,378.1,83536,Coal Gasification,28.53,4691.23,143.43,3279.48,478.34,1189,Diesel,19.18,1113.92
2018,Odisha,118.34,102.27,174907,Carbon Capture,32.41,1899.17,18.59,6708.33,124.65,4150,Diesel,17.12,743.19
2020,Jharkhand,141.44,515.1,98430,Energy Efficiency,43.83,2777.67,117.36,3581.46,416.63,4110,Gas,8.33,1687.39
2024,Odisha,206.1,212.75,104998,Afforestation,9.88,4139.91,93.62,9269.41,105.23,3993,Coal,29.23,3481.29
2015,Chhattisgarh,141.22,565.49,149011,Carbon Capture,49.7,1652.52,134.96,4850.25,59.17,1300,Diesel,29.61,4668.83
2018,Maharashtra,206.0,354.76,47712,None,19.86,1922.76,115.72,7812.06,192.47,2815,Coal,8.66,2957.1
2018,West Bengal,160.09,289.03,133805,None,24.74,3517.42,131.18,2306.35,148.52,4227,Gas,28.48,2743.33
2019,Maharashtra,210.6,115.07,148869,Carbon Capture,46.33,3678.13,51.73,3790.38,328.56,4696,Gas,5.34,4532.76
2016,West Bengal,104.25,433.72,131225,Renewable Energy,23.81,3758.38,72.09,6706.7,392.63,3019,Diesel,26.03,2082.27
2024,Madhya Pradesh,114.6,149.4,21389,Afforestation,29.2,4603.07,23.67,7358.67,388.86,330,Diesel,27.16,3267.76
2019,Madhya Pradesh,168.24,593.23,27621,Energy Efficiency,10.6,4050.05,136.92,6563.66,274.71,2175,Diesel,11.66,3458.96
2023,Chhattisgarh,235.68,592.62,194285,Afforestation,29.02,2285.62,32.66,8791.04,166.81,1167,Gas,27.59,2790.42
2020,Madhya Pradesh,56.55,226.41,50957,Afforestation,48.22,903.31,196.52,8288.08,365.11,1521,Gas,13.1,253.4
2017,Maharashtra,148.37,579.36,171981,Energy Efficiency,34.7,1735.76,47.47,3896.49,110.83,289,Diesel,20.4,4257.11
2019,Jharkhand,157.29,363.22,118765,Coal Gasification,22.43,1552.88,191.48,9331.93,335.29,1748,Coal,2.23,477.37
2019,Maharashtra,292.46,293.41,125190,Afforestation,13.74,3059.76,165.92,6471.87,80.45,1480,Diesel,25.26,1579.38
2016,Odisha,98.33,164.92,79140,Carbon Capture,16.28,1942.61,101.58,7695.33,156.12,1844,Gas,28.85,4265.65
2024,Jharkhand,266.64,338.32,116775,None,9.34,1808.03,124.11,4533.07,72.14,2135,Diesel,29.67,1555.88
2024,Maharashtra,69.08,357.17,122644,Renewable Energy,42.05,1086.7,111.43,2169.64,274.15,3087,Coal,4.19,2339.1
2019,Jharkhand,252.61,340.99,125863,Renewable Energy,20.37,3171.12,131.81,7672.77,209.39,4609,Diesel,11.07,3595.67
2023,Jharkhand,86.12,353.84,12182,Coal Gasification,11.18,4063.89,41.7,3379.73,350.06,3180,Diesel,25.21,1527.02
2018,Maharashtra,65.92,179.27,78789,Carbon Capture,42.57,4713.86,136.38,5089.49,343.66,3541,Gas,0.48,3704.01
2020,Madhya Pradesh,113.39,447.36,166561,Energy Efficiency,32.37,2319.78,132.26,1398.89,370.8,995,Gas,26.2,2938.12
2017,Odisha,114.33,150.81,17174,Coal Gasification,49.6,2655.34,29.42,1542.44,71.78,3752,Diesel,24.37,739.05
2023,Odisha,250.52,203.56,120456,Afforestation,38.0,3473.27,17.6,1675.27,449.43,3538,Gas,11.31,3595.32
2016,Jharkhand,213.33,430.88,14398,Renewable Energy,27.43,4461.61,72.84,4488.17,343.79,951,Coal,12.62,4573.72
2019,Chhattisgarh,104.26,169.98,177600,None,45.93,4298.95,159.09,1095.41,94.06,1571,Coal,8.49,1521.38
2022,Madhya Pradesh,277.54,430.32,130876,Afforestation,48.78,772.24,30.59,4912.4,118.5,2419,Coal,7.72,2644.67
2015,Chhattisgarh,292.69,463.39,132029,Energy Efficiency,14.45,1621.78,147.1,1789.45,391.16,2981,Diesel,0.25,1704.21
2022,Jharkhand,58.68,585.02,82192,Carbon Capture,38.23,1423.33,35.03,1645.78,278.96,2107,Diesel,23.41,4387.66
2018,Maharashtra,144.11,433.85,129661,Coal Gasification,9.43,836.99,134.86,5581.53,121.49,3082,Coal,18.03,212.11
2022,Chhattisgarh,206.42,478.0,120497,Energy Efficiency,30.28,544.11,52.2,4608.9,148.22,2429,Coal,13.53,1062.95
2015,Madhya Pradesh,273.33,285.99,139777,None,40.55,4349.24,107.52,3668.75,252.69,1607,Gas,17.54,2756.72
2022,Maharashtra,82.68,351.62,70924,None,33.71,3420.49,48.05,3818.77,436.72,2689,Diesel,21.22,577.12
2021,Jharkhand,238.47,415.97,186063,None,41.39,2401.72,50.93,6318.66,479.62,4738,Diesel,1.62,960.16
2018,Chhattisgarh,286.94,356.58,176751,None,13.59,1179.08,75.52,4914.53,478.8,1550,Gas,28.31,3272.51
2016,Madhya Pradesh,76.2,362.81,168442,Afforestation,30.29,2422.67,155.53,3964.52,168.31,3712,Gas,13.48,1339.08
2024,Chhattisgarh,65.14,102.27,77280,Renewable Energy,48.97,3291.1,75.13,9924.75,209.12,4369,Diesel,4.73,4630.82
2020,Odisha,197.78,400.8,52608,Coal Gasification,11.43,2336.85,40.99,6045.34,424.27,268,Diesel,19.35,1258.58
2017,Telangana,93.11,271.34,25135,Afforestation,6.96,1374.48,22.91,635.64,196.86,1415,Gas,17.39,2172.71
2023,Maharashtra,252.48,473.86,117958,Renewable Energy,9.99,2702.74,47.35,1910.22,166.7,2745,Gas,10.45,4238.64
2024,Madhya Pradesh,90.25,518.29,185948,Renewable Energy,43.4,3830.13,144.23,2801.79,395.75,4461,Diesel,1.04,2976.26
2017,Chhattisgarh,85.99,413.62,84063,Carbon Capture,21.97,3153.14,28.52,1232.26,470.76,2147,Coal,25.71,2437.32
2018,Maharashtra,54.38,344.66,104023,None,31.5,3978.85,192.5,7742.81,421.02,3590,Coal,26.05,585.62
2018,Maharashtra,225.51,291.5,64364,None,34.3,1290.63,105.18,6554.34,456.03,1151,Coal,29.29,2868.29
2019,West Bengal,56.58,527.39,139492,Coal Gasification,9.74,2199.18,164.78,6632.29,204.48,682,Gas,11.9,1117.28
2024,West Bengal,189.71,220.74,172201,Renewable Energy,38.59,4559.32,104.35,6040.57,419.31,4936,Coal,23.81,1598.56
2017,Jharkhand,206.5,204.8,187338,Carbon Capture,24.99,4222.4,84.35,1067.22,291.64,4247,Gas,9.33,4169.17
2016,Jharkhand,75.85,165.45,100447,Renewable Energy,30.92,2169.52,132.96,3491.07,136.79,2227,Gas,19.67,576.7
2017,Telangana,240.7,303.92,144889,Coal Gasification,36.58,4204.83,14.41,757.1,91.46,3141,Diesel,5.64,2050.82
2017,Chhattisgarh,292.95,266.09,69763,None,18.01,2860.13,32.67,1938.42,328.75,908,Diesel,22.45,3124.12
2020,Madhya Pradesh,243.34,574.26,78761,Afforestation,32.21,4566.58,123.38,4925.41,165.55,4950,Gas,19.82,2656.81
2019,Odisha,80.27,168.97,101502,Energy Efficiency,44.94,4270.19,188.86,6414.83,266.73,244,Diesel,5.27,2432.07
2018,Jharkhand,136.16,593.08,25152,Carbon Capture,22.51,4584.85,186.58,9010.69,315.42,1000,Coal,24.69,1444.37
2019,Jharkhand,255.1,167.94,58904,Coal Gasification,48.27,801.81,76.4,5830.43,141.01,2131,Gas,11.47,2110.38
2018,Jharkhand,232.28,539.8,138906,None,11.5,2454.21,159.34,1266.56,156.67,817,Coal,27.34,3333.64
2024,Maharashtra,134.42,195.0,20979,Afforestation,31.87,2302.44,125.15,8038.34,235.8,3328,Gas,12.13,1578.93
2024,Telangana,205.99,567.12,53863,Afforestation,35.71,1109.08,13.88,6956.03,462.69,2711,Gas,3.31,1479.1
2022,West Bengal,172.63,294.75,113431,Coal Gasification,38.89,3101.3,113.29,4821.19,438.58,2044,Coal,15.75,2051.02
2020,Madhya Pradesh,88.23,599.38,138530,Energy Efficiency,12.87,2276.33,15.67,7021.64,240.05,918,Gas,21.15,1483.42
2019,Chhattisgarh,294.9,284.42,77283,Coal Gasification,22.59,3792.24,198.9,1462.7,86.9,4344,Gas,22.74,3527.09
2024,West Bengal,58.29,376.99,18206,Energy Efficiency,49.05,2845.31,174.75,6759.02,144.2,3590,Diesel,4.36,456.16
2024,Telangana,279.38,542.6,68884,Afforestation,35.67,1891.05,39.21,7529.81,78.54,1949,Diesel,23.32,1605.89
2016,West Bengal,99.32,434.31,11490,Coal Gasification,46.55,1674.27,96.45,8604.54,480.69,3035,Diesel,19.54,1775.0
2020,Chhattisgarh,179.86,417.16,191766,Carbon Capture,27.89,4360.12,88.75,4048.71,144.94,4835,Coal,17.64,4612.27
2018,Madhya Pradesh,199.43,220.04,121706,None,42.2,1222.84,161.62,1521.27,276.76,2522,Coal,28.21,273.69
2017,Odisha,98.15,208.46,53440,Afforestation,14.65,2567.54,90.32,8582.28,364.47,2843,Diesel,19.06,551.39
2017,Jharkhand,97.25,217.05,154887,Renewable Energy,29.55,1202.51,28.16,5324.6,477.46,2859,Gas,27.92,4686.4
2016,Telangana,153.58,152.84,171747,Coal Gasification,35.83,4316.02,109.36,6717.06,147.1,4956,Diesel,17.93,1497.86
2020,Odisha,291.61,598.62,25448,None,35.22,1012.5,102.45,6698.64,87.74,1632,Coal,20.09,671.4
2017,Madhya Pradesh,155.84,439.61,26488,None,23.49,4411.89,131.42,2036.94,470.29,1969,Gas,15.08,1474.13
2021,West Bengal,205.1,509.65,125966,None,23.52,1187.14,130.09,1031.79,234.98,4620,Coal,27.29,3890.76
2017,Odisha,106.65,457.25,83918,None,22.24,2753.93,70.56,5863.58,375.11,1465,Coal,26.14,2357.47
2022,Chhattisgarh,222.2,289.6,81879,Renewable Energy,48.82,1095.36,159.42,269.4,128.32,4294,Gas,25.53,2363.54
2016,Telangana,55.25,598.2,65432,Energy Efficiency,35.05,4838.01,48.7,1309.66,488.82,1742,Diesel,26.05,1858.18
2020,West Bengal,273.85,138.16,12427,Coal Gasification,46.44,538.8,78.91,9709.52,457.39,420,Diesel,12.21,489.55
2016,Maharashtra,176.02,191.41,196079,Coal Gasification,10.58,1687.59,191.46,2032.36,72.89,569,Gas,2.27,3464.89
2024,Maharashtra,259.11,278.57,146003,None,37.65,1432.63,126.22,2631.62,474.8,1500,Gas,23.33,626.63
2019,Maharashtra,205.83,207.66,77581,Renewable Energy,5.82,2900.93,97.83,4589.11,491.58,2804,Gas,24.12,1155.17
2016,Maharashtra,250.03,125.71,190486,Energy Efficiency,12.48,2939.94,137.6,3476.36,471.45,1405,Coal,13.95,1208.65
2022,Jharkhand,138.9,414.82,198927,Coal Gasification,28.24,4055.39,133.16,3672.38,259.79,4296,Gas,19.17,3073.18
2015,Madhya Pradesh,159.68,198.56,37284,None,7.38,4180.4,72.34,4313.72,291.81,1335,Gas,7.22,3467.82
2021,West Bengal,274.26,493.08,138906,Energy Efficiency,9.73,639.41,94.67,4355.19,98.47,1082,Diesel,4.59,3682.15
2024,Odisha,63.15,533.7,160005,Carbon Capture,28.08,1355.11,127.33,4500.03,290.86,3382,Gas,17.14,2334.94
2019,Telangana,206.65,460.55,122456,Afforestation,27.75,3436.36,186.8,3987.95,100.29,973,Diesel,20.37,2054.88
2023,Telangana,130.83,485.07,66441,Energy Efficiency,44.57,2584.44,128.85,8803.09,184.13,2461,Gas,4.59,3291.23
2023,West Bengal,78.87,251.24,193472,Afforestation,14.33,3829.31,186.03,6481.17,489.28,3054,Coal,28.27,2472.13
2024,Jharkhand,294.74,523.76,63053,Carbon Capture,27.02,4013.58,157.46,3600.21,258.23,4053,Gas,20.67,4692.73
2018,Maharashtra,53.64,493.16,109293,None,19.08,1667.82,17.65,6942.62,214.02,2461,Gas,13.14,3875.48
2022,Odisha,198.93,197.6,121728,Afforestation,44.79,3347.62,18.38,267.69,356.69,3265,Coal,6.1,3646.18
2024,Maharashtra,153.53,587.24,198332,Renewable Energy,40.3,2356.56,50.9,9215.03,444.13,1277,Coal,6.82,3096.93
2019,Odisha,76.16,535.98,32295,Renewable Energy,6.08,1015.16,124.42,7573.92,152.56,682,Gas,21.12,3402.09
2019,Madhya Pradesh,62.78,270.52,87543,Afforestation,12.92,3067.13,124.89,7638.28,131.65,2488,Gas,15.28,1092.1
2019,Jharkhand,247.46,376.08,22519,Coal Gasification,33.66,2855.34,138.25,1997.47,363.31,3237,Gas,20.53,2112.52
2022,Chhattisgarh,187.68,537.84,158306,Energy Efficiency,43.58,3553.15,69.42,8255.55,391.01,1728,Gas,11.26,3254.71
2021,Maharashtra,179.75,174.31,68167,Energy Efficiency,42.11,3079.21,104.23,1357.46,150.59,1191,Gas,14.04,1865.24
2021,Telangana,103.97,327.92,128883,Energy Efficiency,17.82,1935.23,71.39,833.45,146.24,1796,Gas,27.08,4137.78
2018,West Bengal,267.17,528.7,25900,Energy Efficiency,30.07,3730.23,193.72,8313.25,291.67,2024,Diesel,24.42,902.75
2019,Chhattisgarh,140.89,596.56,89427,None,39.45,3141.55,185.93,688.21,270.84,1614,Diesel,7.48,604.09
2022,Telangana,111.55,462.95,56257,None,9.05,4960.38,172.39,7132.08,464.75,2435,Coal,26.17,1389.48
2018,Chhattisgarh,98.2,323.87,157405,Coal Gasification,11.91,4543.5,55.19,8498.6,388.45,3625,Coal,12.74,3889.36
2022,Chhattisgarh,137.19,171.72,133483,Carbon Capture,33.43,4773.99,125.9,3020.71,124.44,2180,Coal,9.87,222.29
2024,West Bengal,113.84,332.16,99625,None,48.71,2430.98,17.22,6941.32,432.14,517,Diesel,10.65,3608.02
2022,Odisha,69.52,594.21,195923,Afforestation,25.07,562.83,31.31,7980.23,300.14,697,Diesel,24.09,2521.36
2016,Chhattisgarh,89.01,155.52,138837,Carbon Capture,13.33,4830.3,157.85,7693.37,150.5,3167,Gas,21.87,1820.83
2020,Jharkhand,81.73,129.2,107089,None,32.44,996.38,43.01,9272.28,405.36,2744,Gas,2.36,634.3
2020,Maharashtra,227.19,417.87,106042,Energy Efficiency,15.21,518.59,84.68,6075.82,410.87,608,Diesel,22.46,4385.1
2021,Maharashtra,151.77,390.24,63259,Energy Efficiency,28.25,1471.16,124.08,6669.34,495.78,3001,Gas,10.06,3901.72
2024,Telangana,70.45,136.63,48850,Renewable Energy,31.66,4985.22,112.57,3642.75,114.09,3526,Gas,8.38,2587.22
2023,Odisha,289.87,441.68,106341,Carbon Capture,18.9,4539.96,135.92,4162.86,372.25,1071,Coal,4.28,1469.51
2018,Telangana,142.71,189.14,93873,Carbon Capture,28.61,3734.82,46.34,1277.67,427.91,433,Gas,8.34,218.12
2017,Telangana,183.61,175.07,112276,Coal Gasification,35.68,4294.49,43.82,4964.99,198.58,2218,Diesel,18.65,1400.64
2021,Odisha,248.54,552.9,146752,Coal Gasification,10.28,2698.14,80.92,3907.98,387.51,1674,Coal,10.27,664.15
2022,West Bengal,67.67,317.64,33233,Renewable Energy,25.87,2647.57,136.3,2336.48,491.13,177,Coal,13.33,2401.57
2024,West Bengal,55.57,232.11,14008,Afforestation,31.11,1232.12,118.31,1665.62,427.63,487,Coal,15.12,2012.18
2018,Madhya Pradesh,180.94,335.95,99084,Energy Efficiency,26.96,4855.49,49.8,7734.48,365.34,3192,Diesel,20.86,564.24
2021,Telangana,289.54,170.59,107697,Renewable Energy,42.04,1855.13,157.1,8978.84,378.94,3031,Coal,15.33,4756.41
2015,Odisha,243.32,156.53,155695,Renewable Energy,14.76,4815.28,158.5,150.94,178.52,1284,Diesel,5.77,3323.19
2020,Jharkhand,149.28,498.79,27418,Afforestation,21.16,3774.3,48.66,588.3,270.62,352,Gas,24.11,4273.63
2019,Jharkhand,295.26,376.97,104882,None,41.4,2552.86,146.76,2792.88,76.36,4326,Diesel,7.21,1406.0
2021,Telangana,94.05,489.4,30458,None,23.59,850.38,50.66,9053.07,208.57,2907,Gas,10.64,903.64
2018,Maharashtra,229.09,227.64,80010,Coal Gasification,46.31,556.55,93.97,2168.73,59.6,2445,Coal,12.06,3188.28
2021,Maharashtra,184.15,234.94,152338,Coal Gasification,31.6,1560.68,37.79,7548.57,318.47,1804,Coal,28.91,2116.03
2016,Madhya Pradesh,257.96,385.02,110370,Renewable Energy,7.78,505.82,147.39,8699.1,112.3,387,Gas,25.73,962.05
2024,Odisha,237.89,204.66,45632,Afforestation,28.69,1234.73,76.88,6309.56,164.1,3806,Diesel,13.86,2916.29
2016,Madhya Pradesh,212.22,205.83,168806,None,27.16,3656.79,115.67,6126.52,208.6,3393,Gas,1.5,2388.6
2016,Jharkhand,111.52,418.25,189435,None,19.43,3796.6,155.21,4286.37,383.14,608,Gas,29.37,2268.88
2020,West Bengal,162.35,324.04,180963,None,19.91,738.32,104.82,988.8,241.58,547,Diesel,13.71,3822.87
2024,Odisha,159.35,398.21,197115,None,33.32,583.34,195.3,4680.54,258.33,3082,Gas,27.79,1957.63
2019,Jharkhand,190.31,438.34,73468,Carbon Capture,43.05,834.46,190.63,1215.29,75.29,782,Gas,0.15,2292.42
2023,Odisha,180.67,589.26,120239,Afforestation,5.02,3424.74,167.44,8661.03,301.02,4776,Diesel,11.29,4826.98
2021,Jharkhand,257.95,346.56,69931,Carbon Capture,9.38,2667.25,135.21,2114.35,471.6,4346,Coal,12.82,3153.39
2017,Madhya Pradesh,100.16,216.46,173036,Carbon Capture,13.09,1619.62,66.36,5910.75,176.15,2242,Diesel,24.88,3788.78
2024,Jharkhand,115.25,520.1,98493,Afforestation,46.26,3607.47,162.82,4197.76,196.49,2621,Gas,23.66,4548.65
2015,Chhattisgarh,57.33,533.78,178652,Carbon Capture,48.0,3376.99,93.62,1231.83,229.85,2269,Gas,8.82,1890.04
2022,Odisha,78.49,351.25,119575,Carbon Capture,31.19,4571.7,34.11,255.89,96.93,868,Coal,1.41,1926.06
2023,Odisha,53.99,283.94,24226,Afforestation,45.88,1120.96,127.91,443.27,447.66,217,Gas,19.49,4976.84
2024,Madhya Pradesh,149.34,578.17,167468,Coal Gasification,36.11,1865.82,181.92,1751.39,69.3,3836,Diesel,24.23,1159.44
2017,Telangana,189.13,356.79,94764,Afforestation,5.15,1561.09,145.01,9978.28,418.77,1533,Coal,26.21,841.44
2016,Madhya Pradesh,225.59,204.68,15355,Afforestation,36.54,876.26,67.72,8809.78,384.58,1771,Coal,0.64,4499.58
2019,West Bengal,58.01,569.68,119293,Renewable Energy,19.47,4286.73,133.58,9810.37,257.7,3470,Diesel,12.7,2894.51
2017,Telangana,202.05,592.38,16495,Carbon Capture,37.03,2551.23,182.78,6235.9,213.34,2405,Coal,2.64,4500.54
2020,Telangana,187.68,181.41,52112,Energy Efficiency,32.93,3820.85,146.64,9368.42,138.98,3175,Gas,20.73,2984.15
2020,Telangana,191.14,547.32,33928,None,22.79,3233.05,169.03,4348.95,124.02,602,Diesel,21.35,1507.21
2020,Odisha,263.36,100.91,123987,Energy Efficiency,10.81,4636.84,197.39,5646.74,172.35,176,Coal,4.18,2460.76
2021,Chhattisgarh,225.45,443.61,152718,Afforestation,30.87,1673.29,28.59,3590.81,323.2,4440,Gas,26.87,2039.28
2016,Maharashtra,137.14,277.78,88173,Coal Gasification,36.52,1146.68,91.92,8151.82,305.88,3099,Gas,6.86,2674.3
2017,Maharashtra,285.93,292.1,110408,Energy Efficiency,24.97,1655.22,67.97,5067.3,453.58,4143,Diesel,6.1,3263.92
2024,Chhattisgarh,148.77,409.78,48938,Energy Efficiency,6.19,1118.84,190.72,6481.33,415.03,1407,Gas,2.26,3880.45
2022,Odisha,268.18,309.56,21711,Afforestation,6.9,3616.87,78.02,1786.74,394.14,4198,Coal,2.18,1756.58
2019,West Bengal,134.09,428.67,158293,Renewable Energy,38.69,1142.13,32.64,8750.81,171.79,4241,Coal,29.51,2989.63
2016,Jharkhand,52.54,188.25,162307,Afforestation,23.05,3359.16,161.35,3528.75,455.96,2116,Coal,13.99,2252.06
2018,Telangana,113.35,155.12,52828,Energy Efficiency,20.3,3832.96,175.0,7046.06,377.75,1991,Diesel,8.73,3473.4
2016,Madhya Pradesh,206.32,428.78,76933,Energy Efficiency,32.0,4759.98,16.62,4587.39,417.09,3418,Diesel,14.5,4652.49
